source,target,news_id
fake_news_003_t00161,fake_news_003_t00167,fake_news_003
fake_news_003_t00125,fake_news_003_t00189,fake_news_003
fake_news_004_t00000,fake_news_004_t00152,fake_news_004
fake_news_004_t00152,fake_news_004_t00333,fake_news_004
fake_news_004_t00152,fake_news_004_t00028,fake_news_004
fake_news_004_t00333,fake_news_004_t00103,fake_news_004
fake_news_004_t00028,fake_news_004_t00113,fake_news_004
fake_news_004_t00028,fake_news_004_t00220,fake_news_004
fake_news_004_t00103,fake_news_004_t00078,fake_news_004
fake_news_004_t00113,fake_news_004_t00286,fake_news_004
fake_news_004_t00220,fake_news_004_t00158,fake_news_004
fake_news_004_t00220,fake_news_004_t00135,fake_news_004
fake_news_004_t00078,fake_news_004_t00015,fake_news_004
fake_news_004_t00286,fake_news_004_t00107,fake_news_004
fake_news_004_t00158,fake_news_004_t00022,fake_news_004
fake_news_004_t00135,fake_news_004_t00036,fake_news_004
fake_news_004_t00135,fake_news_004_t00046,fake_news_004
fake_news_004_t00015,fake_news_004_t00229,fake_news_004
fake_news_004_t00107,fake_news_004_t00343,fake_news_004
fake_news_004_t00022,fake_news_004_t00085,fake_news_004
fake_news_004_t00036,fake_news_004_t00283,fake_news_004
fake_news_004_t00046,fake_news_004_t00119,fake_news_004
fake_news_004_t00229,fake_news_004_t00028,fake_news_004
fake_news_005_t00000,fake_news_005_t00174,fake_news_005
fake_news_005_t00000,fake_news_005_t00074,fake_news_005
fake_news_005_t00000,fake_news_005_t00160,fake_news_005
fake_news_005_t00000,fake_news_005_t00106,fake_news_005
fake_news_005_t00174,fake_news_005_t00089,fake_news_005
fake_news_005_t00074,fake_news_005_t00069,fake_news_005
fake_news_005_t00074,fake_news_005_t00120,fake_news_005
fake_news_005_t00074,fake_news_005_t00176,fake_news_005
fake_news_005_t00160,fake_news_005_t00007,fake_news_005
fake_news_005_t00106,fake_news_005_t00099,fake_news_005
fake_news_005_t00106,fake_news_005_t00076,fake_news_005
fake_news_005_t00106,fake_news_005_t00008,fake_news_005
fake_news_005_t00089,fake_news_005_t00019,fake_news_005
fake_news_005_t00089,fake_news_005_t00078,fake_news_005
fake_news_005_t00069,fake_news_005_t00034,fake_news_005
fake_news_005_t00120,fake_news_005_t00183,fake_news_005
fake_news_005_t00120,fake_news_005_t00010,fake_news_005
fake_news_005_t00176,fake_news_005_t00153,fake_news_005
fake_news_005_t00176,fake_news_005_t00156,fake_news_005
fake_news_005_t00007,fake_news_005_t00022,fake_news_005
fake_news_005_t00007,fake_news_005_t00118,fake_news_005
fake_news_005_t00007,fake_news_005_t00023,fake_news_005
fake_news_005_t00007,fake_news_005_t00119,fake_news_005
fake_news_005_t00099,fake_news_005_t00038,fake_news_005
fake_news_005_t00076,fake_news_005_t00030,fake_news_005
fake_news_005_t00008,fake_news_005_t00032,fake_news_005
fake_news_005_t00008,fake_news_005_t00066,fake_news_005
fake_news_005_t00008,fake_news_005_t00049,fake_news_005
fake_news_005_t00008,fake_news_005_t00112,fake_news_005
fake_news_005_t00008,fake_news_005_t00144,fake_news_005
fake_news_005_t00008,fake_news_005_t00125,fake_news_005
fake_news_005_t00019,fake_news_005_t00165,fake_news_005
fake_news_005_t00019,fake_news_005_t00101,fake_news_005
fake_news_005_t00078,fake_news_005_t00063,fake_news_005
fake_news_005_t00034,fake_news_005_t00138,fake_news_005
fake_news_005_t00034,fake_news_005_t00178,fake_news_005
fake_news_005_t00034,fake_news_005_t00150,fake_news_005
fake_news_005_t00183,fake_news_005_t00148,fake_news_005
fake_news_005_t00183,fake_news_005_t00103,fake_news_005
fake_news_005_t00183,fake_news_005_t00085,fake_news_005
fake_news_005_t00183,fake_news_005_t00047,fake_news_005
fake_news_005_t00010,fake_news_005_t00116,fake_news_005
fake_news_005_t00010,fake_news_005_t00177,fake_news_005
fake_news_005_t00153,fake_news_005_t00050,fake_news_005
fake_news_005_t00156,fake_news_005_t00134,fake_news_005
fake_news_005_t00156,fake_news_005_t00051,fake_news_005
fake_news_005_t00156,fake_news_005_t00175,fake_news_005
fake_news_005_t00156,fake_news_005_t00190,fake_news_005
fake_news_005_t00022,fake_news_005_t00048,fake_news_005
fake_news_005_t00118,fake_news_005_t00084,fake_news_005
fake_news_005_t00023,fake_news_005_t00086,fake_news_005
fake_news_005_t00119,fake_news_005_t00194,fake_news_005
fake_news_005_t00038,fake_news_005_t00195,fake_news_005
fake_news_005_t00030,fake_news_005_t00095,fake_news_005
fake_news_005_t00030,fake_news_005_t00131,fake_news_005
fake_news_005_t00030,fake_news_005_t00075,fake_news_005
fake_news_005_t00032,fake_news_005_t00141,fake_news_005
fake_news_005_t00032,fake_news_005_t00092,fake_news_005
fake_news_005_t00066,fake_news_005_t00162,fake_news_005
fake_news_005_t00066,fake_news_005_t00016,fake_news_005
fake_news_005_t00066,fake_news_005_t00143,fake_news_005
fake_news_005_t00066,fake_news_005_t00041,fake_news_005
fake_news_005_t00049,fake_news_005_t00064,fake_news_005
fake_news_005_t00112,fake_news_005_t00171,fake_news_005
fake_news_005_t00112,fake_news_005_t00052,fake_news_005
fake_news_005_t00144,fake_news_005_t00108,fake_news_005
fake_news_005_t00144,fake_news_005_t00129,fake_news_005
fake_news_005_t00144,fake_news_005_t00044,fake_news_005
fake_news_005_t00125,fake_news_005_t00164,fake_news_005
fake_news_005_t00125,fake_news_005_t00039,fake_news_005
fake_news_005_t00165,fake_news_005_t00130,fake_news_005
fake_news_005_t00101,fake_news_005_t00104,fake_news_005
fake_news_005_t00063,fake_news_005_t00196,fake_news_005
fake_news_005_t00138,fake_news_005_t00043,fake_news_005
fake_news_005_t00138,fake_news_005_t00059,fake_news_005
fake_news_005_t00178,fake_news_005_t00088,fake_news_005
fake_news_005_t00150,fake_news_005_t00117,fake_news_005
fake_news_005_t00148,fake_news_005_t00198,fake_news_005
fake_news_005_t00148,fake_news_005_t00094,fake_news_005
fake_news_005_t00103,fake_news_005_t00100,fake_news_005
fake_news_005_t00103,fake_news_005_t00128,fake_news_005
fake_news_005_t00085,fake_news_005_t00161,fake_news_005
fake_news_005_t00047,fake_news_005_t00058,fake_news_005
fake_news_005_t00047,fake_news_005_t00105,fake_news_005
fake_news_005_t00116,fake_news_005_t00155,fake_news_005
fake_news_005_t00177,fake_news_005_t00006,fake_news_005
fake_news_005_t00050,fake_news_005_t00168,fake_news_005
fake_news_005_t00134,fake_news_005_t00188,fake_news_005
fake_news_005_t00134,fake_news_005_t00013,fake_news_005
fake_news_005_t00051,fake_news_005_t00057,fake_news_005
fake_news_005_t00175,fake_news_005_t00001,fake_news_005
fake_news_005_t00190,fake_news_005_t00127,fake_news_005
fake_news_005_t00048,fake_news_005_t00133,fake_news_005
fake_news_005_t00048,fake_news_005_t00193,fake_news_005
fake_news_005_t00084,fake_news_005_t00083,fake_news_005
fake_news_005_t00086,fake_news_005_t00167,fake_news_005
fake_news_005_t00194,fake_news_005_t00191,fake_news_005
fake_news_005_t00195,fake_news_005_t00028,fake_news_005
fake_news_005_t00095,fake_news_005_t00061,fake_news_005
fake_news_005_t00131,fake_news_005_t00087,fake_news_005
fake_news_005_t00075,fake_news_005_t00111,fake_news_005
fake_news_005_t00141,fake_news_005_t00018,fake_news_005
fake_news_005_t00092,fake_news_005_t00080,fake_news_005
fake_news_005_t00162,fake_news_005_t00102,fake_news_005
fake_news_005_t00162,fake_news_005_t00055,fake_news_005
fake_news_005_t00016,fake_news_005_t00046,fake_news_005
fake_news_005_t00143,fake_news_005_t00056,fake_news_005
fake_news_005_t00143,fake_news_005_t00072,fake_news_005
fake_news_005_t00041,fake_news_005_t00185,fake_news_005
fake_news_005_t00064,fake_news_005_t00172,fake_news_005
fake_news_005_t00171,fake_news_005_t00031,fake_news_005
fake_news_005_t00052,fake_news_005_t00060,fake_news_005
fake_news_005_t00108,fake_news_005_t00139,fake_news_005
fake_news_005_t00129,fake_news_005_t00071,fake_news_005
fake_news_005_t00044,fake_news_005_t00036,fake_news_005
fake_news_005_t00164,fake_news_005_t00035,fake_news_005
fake_news_005_t00039,fake_news_005_t00109,fake_news_005
fake_news_005_t00130,fake_news_005_t00090,fake_news_005
fake_news_005_t00104,fake_news_005_t00126,fake_news_005
fake_news_005_t00196,fake_news_005_t00073,fake_news_005
fake_news_005_t00043,fake_news_005_t00140,fake_news_005
fake_news_005_t00059,fake_news_005_t00151,fake_news_005
fake_news_005_t00088,fake_news_005_t00005,fake_news_005
fake_news_005_t00117,fake_news_005_t00091,fake_news_005
fake_news_005_t00198,fake_news_005_t00135,fake_news_005
fake_news_005_t00094,fake_news_005_t00163,fake_news_005
fake_news_005_t00100,fake_news_005_t00053,fake_news_005
fake_news_005_t00128,fake_news_005_t00002,fake_news_005
fake_news_005_t00161,fake_news_005_t00197,fake_news_005
fake_news_005_t00058,fake_news_005_t00026,fake_news_005
fake_news_005_t00105,fake_news_005_t00179,fake_news_005
fake_news_005_t00155,fake_news_005_t00021,fake_news_005
fake_news_005_t00006,fake_news_005_t00186,fake_news_005
fake_news_005_t00168,fake_news_005_t00009,fake_news_005
fake_news_005_t00188,fake_news_005_t00121,fake_news_005
fake_news_005_t00013,fake_news_005_t00014,fake_news_005
fake_news_005_t00057,fake_news_005_t00098,fake_news_005
fake_news_005_t00001,fake_news_005_t00093,fake_news_005
fake_news_005_t00127,fake_news_005_t00011,fake_news_005
fake_news_005_t00133,fake_news_005_t00181,fake_news_005
fake_news_005_t00193,fake_news_005_t00180,fake_news_005
fake_news_005_t00083,fake_news_005_t00067,fake_news_005
fake_news_005_t00167,fake_news_005_t00146,fake_news_005
fake_news_005_t00191,fake_news_005_t00189,fake_news_005
fake_news_005_t00028,fake_news_005_t00045,fake_news_005
fake_news_005_t00061,fake_news_005_t00173,fake_news_005
fake_news_005_t00087,fake_news_005_t00040,fake_news_005
fake_news_005_t00111,fake_news_005_t00107,fake_news_005
fake_news_005_t00018,fake_news_005_t00124,fake_news_005
fake_news_005_t00080,fake_news_005_t00142,fake_news_005
fake_news_005_t00102,fake_news_005_t00004,fake_news_005
fake_news_005_t00055,fake_news_005_t00192,fake_news_005
fake_news_005_t00046,fake_news_005_t00025,fake_news_005
fake_news_005_t00056,fake_news_005_t00123,fake_news_005
fake_news_005_t00072,fake_news_005_t00012,fake_news_005
fake_news_005_t00185,fake_news_005_t00020,fake_news_005
fake_news_005_t00172,fake_news_005_t00136,fake_news_005
fake_news_005_t00031,fake_news_005_t00070,fake_news_005
fake_news_005_t00060,fake_news_005_t00115,fake_news_005
fake_news_005_t00139,fake_news_005_t00159,fake_news_005
fake_news_005_t00071,fake_news_005_t00097,fake_news_005
fake_news_005_t00036,fake_news_005_t00096,fake_news_005
fake_news_005_t00035,fake_news_005_t00113,fake_news_005
fake_news_005_t00109,fake_news_005_t00154,fake_news_005
fake_news_005_t00163,fake_news_005_t00115,fake_news_005
fake_news_005_t00135,fake_news_005_t00018,fake_news_005
fake_news_005_t00121,fake_news_005_t00001,fake_news_005
fake_news_005_t00080,fake_news_005_t00144,fake_news_005
fake_news_005_t00010,fake_news_005_t00060,fake_news_005
fake_news_005_t00014,fake_news_005_t00036,fake_news_005
fake_news_005_t00165,fake_news_005_t00050,fake_news_005
fake_news_005_t00121,fake_news_005_t00185,fake_news_005
fake_news_005_t00095,fake_news_005_t00197,fake_news_005
fake_news_005_t00117,fake_news_005_t00179,fake_news_005
fake_news_005_t00095,fake_news_005_t00178,fake_news_005
fake_news_005_t00051,fake_news_005_t00069,fake_news_005
fake_news_005_t00002,fake_news_005_t00115,fake_news_005
fake_news_005_t00112,fake_news_005_t00139,fake_news_005
fake_news_005_t00185,fake_news_005_t00125,fake_news_005
