source,target,timestamp,time_diff
fake_news_000_t00036,fake_news_000_t00010,2025-05-22 07:39:30.424025,2760.0
fake_news_000_t00036,fake_news_000_t00032,2025-05-22 07:39:30.424025,2760.0
fake_news_000_t00036,fake_news_000_t00041,2025-05-22 07:39:30.424025,2760.0
fake_news_000_t00036,fake_news_000_t00079,2025-05-22 07:45:30.424025,3120.0
fake_news_000_t00036,fake_news_000_t00045,2025-05-22 07:45:30.424025,3120.0
fake_news_000_t00036,fake_news_000_t00062,2025-05-22 07:45:30.424025,3120.0
fake_news_000_t00036,fake_news_000_t00082,2025-05-22 07:47:30.424025,3240.0
fake_news_000_t00036,fake_news_000_t00020,2025-05-22 07:47:30.424025,3240.0
fake_news_000_t00036,fake_news_000_t00076,2025-05-22 07:55:30.424025,3720.0
fake_news_000_t00036,fake_news_000_t00065,2025-05-22 07:55:30.424025,3720.0
fake_news_000_t00036,fake_news_000_t00081,2025-05-22 07:59:30.424025,3960.0
fake_news_000_t00036,fake_news_000_t00093,2025-05-22 08:05:30.424025,4320.0
fake_news_000_t00036,fake_news_000_t00089,2025-05-22 08:09:30.424025,4560.0
fake_news_000_t00036,fake_news_000_t00070,2025-05-22 08:13:30.424025,4800.0
fake_news_000_t00036,fake_news_000_t00051,2025-05-22 08:19:30.424025,5160.0
fake_news_000_t00036,fake_news_000_t00083,2025-05-22 08:19:30.424025,5160.0
fake_news_000_t00036,fake_news_000_t00107,2025-05-22 08:22:30.424025,5340.0
fake_news_000_t00036,fake_news_000_t00069,2025-05-22 08:23:30.424025,5400.0
fake_news_000_t00036,fake_news_000_t00060,2025-05-22 08:25:30.424025,5520.0
fake_news_000_t00036,fake_news_000_t00068,2025-05-22 08:29:30.424025,5760.0
fake_news_000_t00036,fake_news_000_t00057,2025-05-22 08:37:30.424025,6240.0
fake_news_000_t00036,fake_news_000_t00088,2025-05-22 08:47:30.424025,6840.0
fake_news_000_t00036,fake_news_000_t00095,2025-05-22 08:47:30.424025,6840.0
fake_news_000_t00036,fake_news_000_t00102,2025-05-22 09:23:30.424025,9000.0
fake_news_000_t00036,fake_news_000_t00103,2025-05-22 09:26:30.424025,9180.0
fake_news_000_t00036,fake_news_000_t00094,2025-05-22 09:38:30.424025,9900.0
fake_news_000_t00036,fake_news_000_t00106,2025-05-22 10:11:30.424025,11880.0
fake_news_000_t00035,fake_news_000_t00015,2025-05-22 06:54:30.424025,60.0
fake_news_000_t00025,fake_news_000_t00023,2025-05-22 06:56:30.424025,60.0
fake_news_000_t00025,fake_news_000_t00029,2025-05-22 06:57:30.424025,120.0
fake_news_000_t00024,fake_news_000_t00011,2025-05-22 06:58:30.424025,240.0
fake_news_000_t00056,fake_news_000_t00007,2025-05-22 07:03:30.424025,120.0
fake_news_000_t00090,fake_news_000_t00033,2025-05-22 07:07:30.424025,600.0
fake_news_000_t00029,fake_news_000_t00039,2025-05-22 07:12:30.424025,900.0
fake_news_000_t00035,fake_news_000_t00026,2025-05-22 07:13:30.424025,1200.0
fake_news_000_t00090,fake_news_000_t00058,2025-05-22 07:13:30.424025,960.0
fake_news_000_t00023,fake_news_000_t00067,2025-05-22 07:15:30.424025,1140.0
fake_news_000_t00039,fake_news_000_t00042,2025-05-22 07:16:30.424025,240.0
fake_news_000_t00035,fake_news_000_t00064,2025-05-22 07:17:30.424025,1440.0
fake_news_000_t00002,fake_news_000_t00014,2025-05-22 07:22:30.424025,1320.0
fake_news_000_t00002,fake_news_000_t00012,2025-05-22 07:22:30.424025,1320.0
fake_news_000_t00033,fake_news_000_t00006,2025-05-22 07:23:30.424025,960.0
fake_news_000_t00059,fake_news_000_t00097,2025-05-22 07:23:30.424025,240.0
fake_news_000_t00014,fake_news_000_t00078,2025-05-22 07:23:30.424025,60.0
fake_news_000_t00039,fake_news_000_t00085,2025-05-22 07:25:30.424025,780.0
fake_news_000_t00072,fake_news_000_t00047,2025-05-22 07:25:30.424025,240.0
fake_news_000_t00014,fake_news_000_t00080,2025-05-22 07:29:30.424025,420.0
fake_news_000_t00077,fake_news_000_t00086,2025-05-22 07:33:30.424025,840.0
fake_news_000_t00032,fake_news_000_t00016,2025-05-22 07:44:30.424025,300.0
fake_news_000_t00066,fake_news_000_t00062,2025-05-22 07:45:30.424025,840.0
fake_news_000_t00063,fake_news_000_t00020,2025-05-22 07:47:30.424025,1560.0
fake_news_000_t00019,fake_news_000_t00098,2025-05-22 07:50:30.424025,1920.0
fake_news_000_t00024,fake_news_000_t00099,2025-05-22 07:50:30.424025,3360.0
fake_news_000_t00063,fake_news_000_t00048,2025-05-22 07:55:30.424025,2040.0
fake_news_000_t00072,fake_news_000_t00055,2025-05-22 07:57:30.424025,2160.0
fake_news_000_t00079,fake_news_000_t00096,2025-05-22 07:59:30.424025,840.0
fake_news_000_t00004,fake_news_000_t00089,2025-05-22 08:09:30.424025,1380.0
fake_news_000_t00003,fake_news_000_t00070,2025-05-22 08:13:30.424025,1740.0
fake_news_000_t00021,fake_news_000_t00051,2025-05-22 08:19:30.424025,3660.0
fake_news_000_t00082,fake_news_000_t00069,2025-05-22 08:23:30.424025,2160.0
fake_news_000_t00016,fake_news_000_t00060,2025-05-22 08:25:30.424025,2460.0
fake_news_000_t00041,fake_news_000_t00061,2025-05-22 08:39:30.424025,3600.0
fake_news_000_t00076,fake_news_000_t00095,2025-05-22 08:47:30.424025,3120.0
fake_news_000_t00084,fake_news_000_t00094,2025-05-22 09:38:30.424025,9060.0
fake_news_000_t00021,fake_news_000_t00105,2025-05-22 10:19:30.424025,10860.0
fake_news_001_t00000,fake_news_001_t00044,2025-05-25 06:59:30.649156,480.0
fake_news_001_t00000,fake_news_001_t00060,2025-05-25 06:59:30.649156,480.0
fake_news_001_t00000,fake_news_001_t00079,2025-05-25 06:59:30.649156,480.0
fake_news_001_t00000,fake_news_001_t00002,2025-05-25 07:00:30.649156,540.0
fake_news_001_t00000,fake_news_001_t00007,2025-05-25 07:03:30.649156,720.0
fake_news_001_t00000,fake_news_001_t00059,2025-05-25 07:03:30.649156,720.0
fake_news_001_t00000,fake_news_001_t00092,2025-05-25 07:05:30.649156,840.0
fake_news_001_t00000,fake_news_001_t00008,2025-05-25 07:06:30.649156,900.0
fake_news_001_t00000,fake_news_001_t00051,2025-05-25 07:07:30.649156,960.0
fake_news_001_t00000,fake_news_001_t00076,2025-05-25 07:07:30.649156,960.0
fake_news_001_t00000,fake_news_001_t00088,2025-05-25 07:07:30.649156,960.0
fake_news_001_t00000,fake_news_001_t00005,2025-05-25 07:12:30.649156,1260.0
fake_news_001_t00000,fake_news_001_t00003,2025-05-25 07:14:30.649156,1380.0
fake_news_001_t00000,fake_news_001_t00001,2025-05-25 07:16:30.649156,1500.0
fake_news_001_t00000,fake_news_001_t00106,2025-05-25 07:17:30.649156,1560.0
fake_news_001_t00000,fake_news_001_t00023,2025-05-25 07:25:30.649156,2040.0
fake_news_001_t00000,fake_news_001_t00030,2025-05-25 07:27:30.649156,2160.0
fake_news_001_t00000,fake_news_001_t00049,2025-05-25 07:29:30.649156,2280.0
fake_news_001_t00000,fake_news_001_t00068,2025-05-25 07:29:30.649156,2280.0
fake_news_001_t00000,fake_news_001_t00040,2025-05-25 07:29:30.649156,2280.0
fake_news_001_t00000,fake_news_001_t00004,2025-05-25 07:30:30.649156,2340.0
fake_news_001_t00000,fake_news_001_t00011,2025-05-25 07:31:30.649156,2400.0
fake_news_001_t00000,fake_news_001_t00034,2025-05-25 07:31:30.649156,2400.0
fake_news_001_t00000,fake_news_001_t00006,2025-05-25 07:33:30.649156,2520.0
fake_news_001_t00000,fake_news_001_t00063,2025-05-25 07:35:30.649156,2640.0
fake_news_001_t00000,fake_news_001_t00095,2025-05-25 07:35:30.649156,2640.0
fake_news_001_t00000,fake_news_001_t00094,2025-05-25 07:35:30.649156,2640.0
fake_news_001_t00000,fake_news_001_t00029,2025-05-25 07:37:30.649156,2760.0
fake_news_001_t00000,fake_news_001_t00099,2025-05-25 07:41:30.649156,3000.0
fake_news_001_t00000,fake_news_001_t00039,2025-05-25 07:43:30.649156,3120.0
fake_news_001_t00000,fake_news_001_t00043,2025-05-25 07:43:30.649156,3120.0
fake_news_001_t00000,fake_news_001_t00105,2025-05-25 07:44:30.649156,3180.0
fake_news_001_t00000,fake_news_001_t00080,2025-05-25 07:45:30.649156,3240.0
fake_news_001_t00000,fake_news_001_t00097,2025-05-25 07:47:30.649156,3360.0
fake_news_001_t00000,fake_news_001_t00012,2025-05-25 07:47:30.649156,3360.0
fake_news_001_t00000,fake_news_001_t00066,2025-05-25 07:49:30.649156,3480.0
fake_news_001_t00000,fake_news_001_t00014,2025-05-25 07:49:30.649156,3480.0
fake_news_001_t00000,fake_news_001_t00078,2025-05-25 07:51:30.649156,3600.0
fake_news_001_t00000,fake_news_001_t00101,2025-05-25 07:51:30.649156,3600.0
fake_news_001_t00000,fake_news_001_t00022,2025-05-25 07:51:30.649156,3600.0
fake_news_001_t00000,fake_news_001_t00019,2025-05-25 07:51:30.649156,3600.0
fake_news_001_t00000,fake_news_001_t00055,2025-05-25 07:53:30.649156,3720.0
fake_news_001_t00000,fake_news_001_t00114,2025-05-25 07:55:30.649156,3840.0
fake_news_001_t00000,fake_news_001_t00067,2025-05-25 07:55:30.649156,3840.0
fake_news_001_t00000,fake_news_001_t00058,2025-05-25 07:57:30.649156,3960.0
fake_news_001_t00000,fake_news_001_t00086,2025-05-25 08:01:30.649156,4200.0
fake_news_001_t00000,fake_news_001_t00015,2025-05-25 08:05:30.649156,4440.0
fake_news_001_t00000,fake_news_001_t00020,2025-05-25 08:09:30.649156,4680.0
fake_news_001_t00000,fake_news_001_t00100,2025-05-25 08:11:30.649156,4800.0
fake_news_001_t00000,fake_news_001_t00016,2025-05-25 08:11:30.649156,4800.0
fake_news_001_t00000,fake_news_001_t00072,2025-05-25 08:15:30.649156,5040.0
fake_news_001_t00000,fake_news_001_t00013,2025-05-25 08:15:30.649156,5040.0
fake_news_001_t00000,fake_news_001_t00065,2025-05-25 08:15:30.649156,5040.0
fake_news_001_t00000,fake_news_001_t00062,2025-05-25 08:15:30.649156,5040.0
fake_news_001_t00000,fake_news_001_t00087,2025-05-25 08:17:30.649156,5160.0
fake_news_001_t00000,fake_news_001_t00098,2025-05-25 08:17:30.649156,5160.0
fake_news_001_t00000,fake_news_001_t00027,2025-05-25 08:17:30.649156,5160.0
fake_news_001_t00000,fake_news_001_t00021,2025-05-25 08:19:30.649156,5280.0
fake_news_001_t00000,fake_news_001_t00093,2025-05-25 08:19:30.649156,5280.0
fake_news_001_t00000,fake_news_001_t00085,2025-05-25 08:23:30.649156,5520.0
fake_news_001_t00000,fake_news_001_t00069,2025-05-25 08:23:30.649156,5520.0
fake_news_001_t00000,fake_news_001_t00026,2025-05-25 08:23:30.649156,5520.0
fake_news_001_t00000,fake_news_001_t00096,2025-05-25 08:25:30.649156,5640.0
fake_news_001_t00000,fake_news_001_t00074,2025-05-25 08:27:30.649156,5760.0
fake_news_001_t00000,fake_news_001_t00081,2025-05-25 08:29:30.649156,5880.0
fake_news_001_t00000,fake_news_001_t00037,2025-05-25 08:33:30.649156,6120.0
fake_news_001_t00000,fake_news_001_t00038,2025-05-25 08:35:30.649156,6240.0
fake_news_001_t00000,fake_news_001_t00073,2025-05-25 08:37:30.649156,6360.0
fake_news_001_t00000,fake_news_001_t00050,2025-05-25 08:37:30.649156,6360.0
fake_news_001_t00000,fake_news_001_t00031,2025-05-25 08:39:30.649156,6480.0
fake_news_001_t00000,fake_news_001_t00083,2025-05-25 08:43:30.649156,6720.0
fake_news_001_t00000,fake_news_001_t00033,2025-05-25 08:43:30.649156,6720.0
fake_news_001_t00000,fake_news_001_t00109,2025-05-25 08:47:30.649156,6960.0
fake_news_001_t00000,fake_news_001_t00112,2025-05-25 08:50:30.649156,7140.0
fake_news_001_t00000,fake_news_001_t00113,2025-05-25 08:51:30.649156,7200.0
fake_news_001_t00000,fake_news_001_t00104,2025-05-25 09:17:30.649156,8760.0
fake_news_001_t00000,fake_news_001_t00111,2025-05-25 09:23:30.649156,9120.0
fake_news_001_t00000,fake_news_001_t00108,2025-05-25 09:26:30.649156,9300.0
fake_news_001_t00000,fake_news_001_t00102,2025-05-25 09:35:30.649156,9840.0
fake_news_001_t00044,fake_news_001_t00060,2025-05-25 06:59:30.649156,0.0
fake_news_001_t00002,fake_news_001_t00007,2025-05-25 07:03:30.649156,180.0
fake_news_001_t00051,fake_news_001_t00088,2025-05-25 07:07:30.649156,0.0
fake_news_001_t00076,fake_news_001_t00009,2025-05-25 07:11:30.649156,240.0
fake_news_001_t00010,fake_news_001_t00084,2025-05-25 07:11:30.649156,360.0
fake_news_001_t00025,fake_news_001_t00005,2025-05-25 07:12:30.649156,180.0
fake_news_001_t00008,fake_news_001_t00001,2025-05-25 07:16:30.649156,600.0
fake_news_001_t00010,fake_news_001_t00023,2025-05-25 07:25:30.649156,1200.0
fake_news_001_t00003,fake_news_001_t00089,2025-05-25 07:25:30.649156,660.0
fake_news_001_t00088,fake_news_001_t00070,2025-05-25 07:27:30.649156,1200.0
fake_news_001_t00068,fake_news_001_t00011,2025-05-25 07:31:30.649156,120.0
fake_news_001_t00089,fake_news_001_t00006,2025-05-25 07:33:30.649156,480.0
fake_news_001_t00070,fake_news_001_t00056,2025-05-25 07:35:30.649156,480.0
fake_news_001_t00023,fake_news_001_t00063,2025-05-25 07:35:30.649156,600.0
fake_news_001_t00002,fake_news_001_t00099,2025-05-25 07:41:30.649156,2460.0
fake_news_001_t00089,fake_news_001_t00105,2025-05-25 07:44:30.649156,1140.0
fake_news_001_t00105,fake_news_001_t00022,2025-05-25 07:51:30.649156,420.0
fake_news_001_t00001,fake_news_001_t00019,2025-05-25 07:51:30.649156,2100.0
fake_news_001_t00051,fake_news_001_t00055,2025-05-25 07:53:30.649156,2760.0
fake_news_001_t00092,fake_news_001_t00047,2025-05-25 07:55:30.649156,3000.0
fake_news_001_t00075,fake_news_001_t00061,2025-05-25 07:57:30.649156,360.0
fake_news_001_t00015,fake_news_001_t00018,2025-05-25 08:07:30.649156,120.0
fake_news_001_t00077,fake_news_001_t00052,2025-05-25 08:09:30.649156,120.0
fake_news_001_t00105,fake_news_001_t00046,2025-05-25 08:11:30.649156,1620.0
fake_news_001_t00103,fake_news_001_t00057,2025-05-25 08:15:30.649156,420.0
fake_news_001_t00029,fake_news_001_t00072,2025-05-25 08:15:30.649156,2280.0
fake_news_001_t00051,fake_news_001_t00013,2025-05-25 08:15:30.649156,4080.0
fake_news_001_t00101,fake_news_001_t00027,2025-05-25 08:17:30.649156,1560.0
fake_news_001_t00092,fake_news_001_t00041,2025-05-25 08:19:30.649156,4440.0
fake_news_001_t00075,fake_news_001_t00054,2025-05-25 08:21:30.649156,1800.0
fake_news_001_t00018,fake_news_001_t00026,2025-05-25 08:23:30.649156,960.0
fake_news_001_t00003,fake_news_001_t00096,2025-05-25 08:25:30.649156,4260.0
fake_news_001_t00057,fake_news_001_t00074,2025-05-25 08:27:30.649156,720.0
fake_news_001_t00077,fake_news_001_t00035,2025-05-25 08:33:30.649156,1560.0
fake_news_001_t00045,fake_news_001_t00024,2025-05-25 08:33:30.649156,3120.0
fake_news_001_t00098,fake_news_001_t00037,2025-05-25 08:33:30.649156,960.0
fake_news_001_t00093,fake_news_001_t00038,2025-05-25 08:35:30.649156,960.0
fake_news_001_t00058,fake_news_001_t00031,2025-05-25 08:39:30.649156,2520.0
fake_news_001_t00059,fake_news_001_t00071,2025-05-25 08:43:30.649156,6000.0
fake_news_001_t00050,fake_news_001_t00109,2025-05-25 08:47:30.649156,600.0
fake_news_001_t00079,fake_news_001_t00108,2025-05-25 09:26:30.649156,8820.0
fake_news_002_t00010,fake_news_002_t00029,2025-05-25 07:55:30.873137,60.0
fake_news_002_t00010,fake_news_002_t00027,2025-05-25 07:57:30.873137,180.0
fake_news_002_t00010,fake_news_002_t00019,2025-05-25 07:57:30.873137,180.0
fake_news_002_t00010,fake_news_002_t00043,2025-05-25 07:57:30.873137,180.0
fake_news_002_t00010,fake_news_002_t00005,2025-05-25 08:03:30.873137,540.0
fake_news_002_t00010,fake_news_002_t00028,2025-05-25 08:08:30.873137,840.0
fake_news_002_t00010,fake_news_002_t00002,2025-05-25 08:09:30.873137,900.0
fake_news_002_t00010,fake_news_002_t00024,2025-05-25 08:09:30.873137,900.0
fake_news_002_t00010,fake_news_002_t00023,2025-05-25 08:11:30.873137,1020.0
fake_news_002_t00010,fake_news_002_t00008,2025-05-25 08:12:30.873137,1080.0
fake_news_002_t00010,fake_news_002_t00015,2025-05-25 08:14:30.873137,1200.0
fake_news_002_t00010,fake_news_002_t00031,2025-05-25 08:19:30.873137,1500.0
fake_news_002_t00010,fake_news_002_t00001,2025-05-25 08:20:30.873137,1560.0
fake_news_002_t00010,fake_news_002_t00007,2025-05-25 08:22:30.873137,1680.0
fake_news_002_t00010,fake_news_002_t00034,2025-05-25 08:23:30.873137,1740.0
fake_news_002_t00010,fake_news_002_t00013,2025-05-25 08:24:30.873137,1800.0
fake_news_002_t00010,fake_news_002_t00026,2025-05-25 08:24:30.873137,1800.0
fake_news_002_t00010,fake_news_002_t00022,2025-05-25 08:25:30.873137,1860.0
fake_news_002_t00010,fake_news_002_t00009,2025-05-25 08:26:30.873137,1920.0
fake_news_002_t00010,fake_news_002_t00032,2025-05-25 08:26:30.873137,1920.0
fake_news_002_t00010,fake_news_002_t00025,2025-05-25 08:28:30.873137,2040.0
fake_news_002_t00010,fake_news_002_t00033,2025-05-25 08:29:30.873137,2100.0
fake_news_002_t00010,fake_news_002_t00035,2025-05-25 08:30:30.873137,2160.0
fake_news_002_t00010,fake_news_002_t00012,2025-05-25 08:31:30.873137,2220.0
fake_news_002_t00010,fake_news_002_t00011,2025-05-25 08:31:30.873137,2220.0
fake_news_002_t00010,fake_news_002_t00017,2025-05-25 08:35:30.873137,2460.0
fake_news_002_t00010,fake_news_002_t00030,2025-05-25 08:35:30.873137,2460.0
fake_news_002_t00010,fake_news_002_t00021,2025-05-25 08:40:30.873137,2760.0
fake_news_002_t00010,fake_news_002_t00014,2025-05-25 08:47:30.873137,3180.0
fake_news_002_t00010,fake_news_002_t00038,2025-05-25 08:51:30.873137,3420.0
fake_news_002_t00010,fake_news_002_t00041,2025-05-25 08:53:30.873137,3540.0
fake_news_002_t00010,fake_news_002_t00042,2025-05-25 09:01:30.873137,4020.0
fake_news_002_t00010,fake_news_002_t00037,2025-05-25 09:21:30.873137,5220.0
fake_news_002_t00010,fake_news_002_t00039,2025-05-25 09:35:30.873137,6060.0
fake_news_002_t00010,fake_news_002_t00040,2025-05-25 09:43:30.873137,6540.0
fake_news_002_t00027,fake_news_002_t00043,2025-05-25 07:57:30.873137,0.0
fake_news_002_t00029,fake_news_002_t00003,2025-05-25 07:57:30.873137,120.0
fake_news_002_t00019,fake_news_002_t00018,2025-05-25 08:09:30.873137,720.0
fake_news_002_t00029,fake_news_002_t00008,2025-05-25 08:12:30.873137,1020.0
fake_news_002_t00008,fake_news_002_t00015,2025-05-25 08:14:30.873137,120.0
fake_news_002_t00024,fake_news_002_t00031,2025-05-25 08:19:30.873137,600.0
fake_news_002_t00015,fake_news_002_t00034,2025-05-25 08:23:30.873137,540.0
fake_news_002_t00008,fake_news_002_t00026,2025-05-25 08:24:30.873137,720.0
fake_news_002_t00018,fake_news_002_t00032,2025-05-25 08:26:30.873137,1020.0
fake_news_002_t00028,fake_news_002_t00025,2025-05-25 08:28:30.873137,1200.0
fake_news_002_t00043,fake_news_002_t00033,2025-05-25 08:29:30.873137,1920.0
fake_news_002_t00029,fake_news_002_t00011,2025-05-25 08:31:30.873137,2160.0
fake_news_002_t00006,fake_news_002_t00016,2025-05-25 08:35:30.873137,420.0
fake_news_002_t00015,fake_news_002_t00030,2025-05-25 08:35:30.873137,1260.0
fake_news_002_t00031,fake_news_002_t00042,2025-05-25 09:01:30.873137,2520.0
fake_news_002_t00018,fake_news_002_t00044,2025-05-25 09:05:30.873137,3360.0
fake_news_002_t00033,fake_news_002_t00037,2025-05-25 09:21:30.873137,3120.0
fake_news_003_t00052,fake_news_003_t00051,2025-05-24 15:52:30.980654,0.0
fake_news_003_t00052,fake_news_003_t00002,2025-05-24 15:56:30.980654,240.0
fake_news_003_t00052,fake_news_003_t00153,2025-05-24 15:57:30.980654,300.0
fake_news_003_t00052,fake_news_003_t00038,2025-05-24 15:58:30.980654,360.0
fake_news_003_t00052,fake_news_003_t00067,2025-05-24 15:59:30.980654,420.0
fake_news_003_t00052,fake_news_003_t00028,2025-05-24 15:59:30.980654,420.0
fake_news_003_t00052,fake_news_003_t00099,2025-05-24 16:01:30.980654,540.0
fake_news_003_t00052,fake_news_003_t00053,2025-05-24 16:02:30.980654,600.0
fake_news_003_t00052,fake_news_003_t00021,2025-05-24 16:02:30.980654,600.0
fake_news_003_t00052,fake_news_003_t00061,2025-05-24 16:04:30.980654,720.0
fake_news_003_t00052,fake_news_003_t00040,2025-05-24 16:05:30.980654,780.0
fake_news_003_t00052,fake_news_003_t00133,2025-05-24 16:05:30.980654,780.0
fake_news_003_t00052,fake_news_003_t00013,2025-05-24 16:06:30.980654,840.0
fake_news_003_t00052,fake_news_003_t00075,2025-05-24 16:07:30.980654,900.0
fake_news_003_t00052,fake_news_003_t00037,2025-05-24 16:09:30.980654,1020.0
fake_news_003_t00052,fake_news_003_t00042,2025-05-24 16:09:30.980654,1020.0
fake_news_003_t00052,fake_news_003_t00107,2025-05-24 16:09:30.980654,1020.0
fake_news_003_t00052,fake_news_003_t00149,2025-05-24 16:11:30.980654,1140.0
fake_news_003_t00052,fake_news_003_t00128,2025-05-24 16:13:30.980654,1260.0
fake_news_003_t00052,fake_news_003_t00156,2025-05-24 16:13:30.980654,1260.0
fake_news_003_t00052,fake_news_003_t00113,2025-05-24 16:13:30.980654,1260.0
fake_news_003_t00052,fake_news_003_t00029,2025-05-24 16:13:30.980654,1260.0
fake_news_003_t00052,fake_news_003_t00004,2025-05-24 16:14:30.980654,1320.0
fake_news_003_t00052,fake_news_003_t00020,2025-05-24 16:14:30.980654,1320.0
fake_news_003_t00052,fake_news_003_t00186,2025-05-24 16:14:30.980654,1320.0
fake_news_003_t00052,fake_news_003_t00073,2025-05-24 16:17:30.980654,1500.0
fake_news_003_t00052,fake_news_003_t00000,2025-05-24 16:17:30.980654,1500.0
fake_news_003_t00052,fake_news_003_t00018,2025-05-24 16:17:30.980654,1500.0
fake_news_003_t00052,fake_news_003_t00005,2025-05-24 16:18:30.980654,1560.0
fake_news_003_t00052,fake_news_003_t00001,2025-05-24 16:19:30.980654,1620.0
fake_news_003_t00052,fake_news_003_t00084,2025-05-24 16:21:30.980654,1740.0
fake_news_003_t00052,fake_news_003_t00070,2025-05-24 16:21:30.980654,1740.0
fake_news_003_t00052,fake_news_003_t00115,2025-05-24 16:21:30.980654,1740.0
fake_news_003_t00052,fake_news_003_t00087,2025-05-24 16:21:30.980654,1740.0
fake_news_003_t00052,fake_news_003_t00007,2025-05-24 16:21:30.980654,1740.0
fake_news_003_t00052,fake_news_003_t00024,2025-05-24 16:22:30.980654,1800.0
fake_news_003_t00052,fake_news_003_t00130,2025-05-24 16:23:30.980654,1860.0
fake_news_003_t00052,fake_news_003_t00081,2025-05-24 16:25:30.980654,1980.0
fake_news_003_t00052,fake_news_003_t00182,2025-05-24 16:26:30.980654,2040.0
fake_news_003_t00052,fake_news_003_t00011,2025-05-24 16:28:30.980654,2160.0
fake_news_003_t00052,fake_news_003_t00102,2025-05-24 16:29:30.980654,2220.0
fake_news_003_t00052,fake_news_003_t00148,2025-05-24 16:29:30.980654,2220.0
fake_news_003_t00052,fake_news_003_t00025,2025-05-24 16:31:30.980654,2340.0
fake_news_003_t00052,fake_news_003_t00012,2025-05-24 16:33:30.980654,2460.0
fake_news_003_t00052,fake_news_003_t00083,2025-05-24 16:35:30.980654,2580.0
fake_news_003_t00052,fake_news_003_t00054,2025-05-24 16:36:30.980654,2640.0
fake_news_003_t00052,fake_news_003_t00016,2025-05-24 16:36:30.980654,2640.0
fake_news_003_t00052,fake_news_003_t00137,2025-05-24 16:37:30.980654,2700.0
fake_news_003_t00052,fake_news_003_t00045,2025-05-24 16:37:30.980654,2700.0
fake_news_003_t00052,fake_news_003_t00175,2025-05-24 16:38:30.980654,2760.0
fake_news_003_t00052,fake_news_003_t00006,2025-05-24 16:38:30.980654,2760.0
fake_news_003_t00052,fake_news_003_t00082,2025-05-24 16:39:30.980654,2820.0
fake_news_003_t00052,fake_news_003_t00139,2025-05-24 16:39:30.980654,2820.0
fake_news_003_t00052,fake_news_003_t00191,2025-05-24 16:39:30.980654,2820.0
fake_news_003_t00052,fake_news_003_t00033,2025-05-24 16:39:30.980654,2820.0
